Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Processor Family,Processor,Proc. Frequency,System Family,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
11,NEC Fuchu Plant,NEC,SX-4/32,Japan,1995,32,66.53,64,15360,1792,NEC,NEC,250,NEC Vector,EWS-UX/V,SMP,Vendor,Benchmarking,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
12,Maui High-Performance Computing Center (MHPCC),IBM,SP2/384,United States,1994,384,66.3,102.14,0,0,Power,POWER2,66.5,IBM SP,AIX,MPP,Research,Not Specified,N/A,N/A,North America,Americas
13,Los Alamos National Laboratory,Thinking Machines Corporation,CM-5/1056,United States,1993,1056,59.7,135.17,52224,24064,Sparc,SuperSPARC I,32,TMC CM5,CMOST,MPP,Research,Not Specified,Fat Tree,"Hypercube, tree",North America,Americas
14,Japan Atomic Energy Research Institute,Fujitsu,VPP500/42,Japan,1994,42,54.5,67.2,0,0,Fujitsu,Fujitsu,100,Fujitsu VPP,UXP/V,MPP,Research,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
15,Nagoya University,Fujitsu,VPP500/42,Japan,1995,42,54.5,67.2,0,0,Fujitsu,Fujitsu,100,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
16,Minnesota Supercomputer Center,Thinking Machines Corporation,CM-5/896,United States,1994,896,52.3,114.7,0,0,Sparc,SuperSPARC I,32,TMC CM5,CMOST,MPP,Industry,Not Specified,Fat Tree,"Hypercube, tree",North America,Americas
17,National Institute of Genetics,Fujitsu,VPP500/40,Japan,1995,40,52,64,0,0,Fujitsu,Fujitsu,100,Fujitsu VPP,UXP/V,MPP,Research,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
18,University of Tokyo/Institute for Solid State Physics,Fujitsu,VPP500/40,Japan,1994,40,52,64,0,0,Fujitsu,Fujitsu,100,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
19,Los Alamos National Laboratory,Cray Inc.,T3D MC512-8,United States,1994,512,50.8,76.8,57856,7136,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Research,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
20,"Network Computing Services, Inc.",Cray Inc.,T3D MC512-8,United States,1995,512,50.8,76.8,57856,7136,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Industry,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
21,Pittsburgh Supercomputing Center,Cray Inc.,T3D MC512-8,United States,1994,512,50.8,76.8,57856,7136,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
22,University of Edinburgh,Cray Inc.,T3D MC512-8,United Kingdom,1996,512,50.8,76.8,57856,7136,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Northern Europe,Europe
23,The Angstrom Technology Partnership,Fujitsu,VPP500/32,Japan,1993,32,42.4,51.2,20736,4940,Fujitsu,Fujitsu,100,Fujitsu VPP,UXP/V,MPP,Research,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
24,Japan Marine Science and Technology,NEC,SX-4/20,Japan,1995,20,42.4,40,0,0,NEC,NEC,250,NEC Vector,EWS-UX/V,SMP,Research,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
25,National Research Institute for Metals,NEC,SX-4/20,Japan,1996,20,42.4,40,0,0,NEC,NEC,250,NEC Vector,EWS-UX/V,SMP,Research,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
26,Toyota Central Research & Development,NEC,SX-4/20,Japan,1996,20,42.4,40,0,0,NEC,NEC,250,NEC Vector,EWS-UX/V,SMP,Industry,Automotive,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
27,University of Tsukuba,Fujitsu,VPP500/30,Japan,1993,30,39.8,48,0,0,Fujitsu,Fujitsu,100,Fujitsu VPP,UXP/V,MPP,Research,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
28,Institute of Physical and Chemical Res. (RIKEN),Fujitsu,VPP500/28,Japan,1993,28,37.2,44.8,0,0,Fujitsu,Fujitsu,100,Fujitsu VPP,UXP/V,MPP,Research,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
29,Pacific Northwest National Laboratory,IBM,SP2/208,United States,1996,208,36.45,55.32,42200,10300,Power,POWER2,66.5,IBM SP,AIX,MPP,Research,Not Specified,N/A,N/A,North America,Americas
30,National Aerospace Laboratory (NLR),NEC,SX-4/16,Netherlands,1996,16,34.42,32,14336,960,NEC,NEC,250,NEC Vector,EWS-UX/V,SMP,Research,Aerospace,Crossbar,Multi-stage crossbar,Western Europe,Europe
31,National Cardiovascular Center,NEC,SX-4/16,Japan,1996,16,34.42,32,14336,960,NEC,NEC,250,NEC Vector,EWS-UX/V,SMP,Research,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
32,Air Force Research Laboratory/Information Director,Intel,XP/S-MP 41,United States,1995,816,33.7,40.8,0,0,Intel i860,Intel i860 Intel 80860,50,intel Paragon,OSF/1,MPP,Research,Not Specified,N/A,2-D mesh (torus),North America,Americas
33,NCSA,Thinking Machines Corporation,CM-5/512,United States,1993,512,30.4,65.54,36864,16384,Sparc,SuperSPARC I,32,TMC CM5,CMOST,MPP,Academic,Not Specified,Fat Tree,"Hypercube, tree",North America,Americas
34,National Security Agency,Thinking Machines Corporation,CM-5/512,United States,1993,512,30.4,65.54,36864,16384,Sparc,SuperSPARC I,32,TMC CM5,CMOST,MPP,Classified,Not Specified,Fat Tree,"Hypercube, tree",North America,Americas
35,Nippon Telegraph and Telephone (NTT),Cray Inc.,T932/321024,Japan,1995,32,29.36,57.6,0,0,Cray,Cray,450.5,Cray Vector,UNICOS,SMP,Industry,Telecomm,N/A,N/A,Eastern Asia,Asia
36,NASA/Ames Research Center/NAS,IBM,SP2/160,United States,1994,160,28.7,42.56,42200,10300,Power,POWER2,66.5,IBM SP,AIX,MPP,Research,Not Specified,N/A,N/A,North America,Americas
37,Hitachi Ltd. Enterprise Server Division,Hitachi,S-3800/480,Japan,1994,4,28.4,32,15500,830,Hitachi,Hitachi,500,Hitachi Vector,VOS3/HAP/ES (IBM MVS compatible) and OSF/1,SMP,Vendor,Software,N/A,N/A,Eastern Asia,Asia
38,Japan Meteorological Agency,Hitachi,S-3800/480,Japan,1995,4,28.4,32,15500,830,Hitachi,Hitachi,500,Hitachi Vector,VOS3/HAP/ES (IBM MVS compatible) and OSF/1,SMP,Research,Weather and Climate Research,N/A,N/A,Eastern Asia,Asia
39,University of Tokyo,Hitachi,S-3800/480,Japan,1993,4,28.4,32,15500,830,Hitachi,Hitachi,500,Hitachi Vector,VOS3/HAP/ES (IBM MVS compatible) and OSF/1,SMP,Academic,Not Specified,N/A,N/A,Eastern Asia,Asia
40,SGI,SGI,POWER CHALLENGEarray,United States,1995,128,26.653,46.08,53000,20000,MIPS,MIPS R8000,90,SGI PowerChallenge,IRIX,Constellations,Vendor,Benchmarking,N/A,N/A,North America,Americas
41,Swiss Scientific Computing Center (CSCS),NEC,SX-4/12,Switzerland,1995,12,25.8,24,0,0,NEC,NEC,250,NEC Vector,EWS-UX/V,SMP,Research,Not Specified,Crossbar,Multi-stage crossbar,Western Europe,Europe
42,Caltech/JPL,Cray Inc.,T3D SC256-8/264,United States,1994,256,25.3,38.4,40960,4918,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
43,Defense Research Agency (DRA),Cray Inc.,T3D MC256-8,United Kingdom,1994,256,25.3,38.4,40960,4918,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Classified,Not Specified,Cray Interconnect,3-D Torus,Northern Europe,Europe
44,Ecole Polytechnique Federale de Lausanne,Cray Inc.,T3D MC256-8,Switzerland,1994,256,25.3,38.4,40960,4918,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Western Europe,Europe
45,Los Alamos National Laboratory,Cray Inc.,T3D SC256-8/464,United States,1994,256,25.3,38.4,40960,4918,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Research,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
46,NERSC/LLNL,Cray Inc.,T3D SC256-8/364,United States,1994,256,25.3,38.4,40960,4918,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Research,Energy,Cray Interconnect,3-D Torus,North America,Americas
47,Petroleum Company (A),Cray Inc.,T3D MC256-8,United States,1995,256,25.3,38.4,40960,4918,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Industry,Geophysics,Cray Interconnect,3-D Torus,North America,Americas
48,ZIB/Konrad Zuse-Zentrum fuer Informationstechnik,Cray Inc.,T3D SC256-8/464,Germany,1995,256,25.3,38.4,40960,4918,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Western Europe,Europe
49,Atmospheric Environment Service (AES),NEC,SX-3/44R,Canada,1994,4,23.2,25.6,6400,830,NEC,NEC,400,NEC Vector,Super-UX,SMP,Research,Weather and Climate Research,Crossbar,Multi-stage crossbar,North America,Americas
50,Tohoku University,NEC,SX-3/44R,Japan,1993,4,23.2,25.6,6400,830,NEC,NEC,400,NEC Vector,Super-UX,SMP,Academic,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
51,NCSA,SGI,POWER CHALLENGEarray,United States,1995,96,22.146,34.56,53000,20000,MIPS,MIPS R8000,90,SGI PowerChallenge,IRIX,Constellations,Academic,Not Specified,N/A,N/A,North America,Americas
52,Hokkaido University,Hitachi,S-3800/380,Japan,1994,3,21.6,24,15680,760,Hitachi,Hitachi,500,Hitachi Vector,VOS3/HAP/ES (IBM MVS compatible) and OSF/1,SMP,Academic,Not Specified,N/A,N/A,Eastern Asia,Asia
53,Institute for Materials Research/Tohoku University,Hitachi,S-3800/380,Japan,1994,3,21.6,24,15680,760,Hitachi,Hitachi,500,Hitachi Vector,VOS3/HAP/ES (IBM MVS compatible) and OSF/1,SMP,Academic,Not Specified,N/A,N/A,Eastern Asia,Asia
54,Kyoto University,Fujitsu,VPP500/15,Japan,1994,15,20.3,24,0,0,Fujitsu,Fujitsu,100,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
55,Atmospheric Environment Service (AES),NEC,SX-3/44,Canada,1991,4,20,22,6144,832,NEC,NEC,343.8,NEC Vector,Super-UX,SMP,Research,Weather and Climate Research,Crossbar,Multi-stage crossbar,North America,Americas
56,ETH,Intel,XP/S-MP 22,Switzerland,1995,450,18.7,22.5,0,0,Intel i860,Intel i860 Intel 80860,50,intel Paragon,OSF/1,MPP,Academic,Not Specified,N/A,2-D mesh (torus),Western Europe,Europe
57,MCI Worldcom,IBM,SP2/104,United States,1994,104,18.59,27.664,0,0,Power,POWER2,66.5,IBM SP,AIX,MPP,Industry,Telecomm,N/A,N/A,North America,Americas
58,US Army Research Laboratory (ARL),SGI,POWER CHALLENGEarray,United States,1995,96,18.455,28.8,53000,20000,MIPS,MIPS R8000,75,SGI PowerChallenge,IRIX,Constellations,Research,Not Specified,HIPPI,HIPPI,North America,Americas
59,Institute for Molecular Science,NEC,SX-3/34R,Japan,1993,3,17.4,19.2,6144,691,NEC,NEC,400,NEC Vector,Super-UX,SMP,Research,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
60,ATR Optical Communication Lab,NEC,SX-4/8,Japan,1996,8,17.2,16,0,0,NEC,NEC,250,NEC Vector,EWS-UX/V,SMP,Research,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
61,Atmospheric Environment Service (AES),NEC,SX-4/8,Canada,1995,8,17.2,16,0,0,NEC,NEC,250,NEC Vector,EWS-UX/V,SMP,Research,Weather and Climate Research,Crossbar,Multi-stage crossbar,North America,Americas
62,Danish Meteorological Institute,NEC,SX-4/8,Denmark,1996,8,17.2,16,0,0,NEC,NEC,250,NEC Vector,EWS-UX/V,SMP,Research,Not Specified,Crossbar,Multi-stage crossbar,Northern Europe,Europe
63,National Geographic Agency,NEC,SX-4/8,Japan,1996,8,17.2,16,0,0,NEC,NEC,250,NEC Vector,EWS-UX/V,SMP,Research,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
64,KTH - Royal Institute of Technology,IBM,SP2/96,Sweden,1996,96,17.17,25.536,0,0,Power,POWER2,66.5,IBM SP,AIX,MPP,Academic,Not Specified,N/A,N/A,Northern Europe,Europe
65,Silicon Graphics,SGI,POWER CHALLENGEarray,Switzerland,1995,64,15.598,23.04,37000,8500,MIPS,MIPS R8000,90,SGI PowerChallenge,IRIX,Constellations,Vendor,Benchmarking,N/A,N/A,Western Europe,Europe
66,Forschungszentrum Juelich (FZJ),Cray Inc.,T916/12512,Germany,1996,12,15.43,21.6,0,0,Cray,Cray,450.5,Cray Vector,UNICOS,SMP,Research,Not Specified,N/A,N/A,Western Europe,Europe
67,Caltech,Intel,XP/S35,United States,1994,512,15.2,26,23000,9000,Intel i860,Intel i860 Intel 80860,50,intel Paragon,OSF/1,MPP,Academic,Not Specified,N/A,2-D mesh (torus),North America,Americas
68,Oak Ridge National Laboratory,Intel,XP/S35,United States,1992,512,15.2,26,23000,9000,Intel i860,Intel i860 Intel 80860,50,intel Paragon,OSF/1,MPP,Research,Not Specified,N/A,2-D mesh (torus),North America,Americas
69,NIH (National Institutes of Health),IBM,SP2/85,United States,1995,85,15.19,22.61,0,0,Power,POWER2,66.5,IBM SP,AIX,MPP,Research,Not Specified,N/A,N/A,North America,Americas
70,Geco-Prakla,Thinking Machines Corporation,CM-5/256,United States,1994,256,15.1,32.77,26112,12032,Sparc,SuperSPARC I,32,TMC CM5,CMOST,MPP,Industry,Geophysics,Fat Tree,"Hypercube, tree",North America,Americas
71,Geco-Prakla,Thinking Machines Corporation,CM-5/256,United States,1995,256,15.1,32.77,26112,12032,Sparc,SuperSPARC I,32,TMC CM5,CMOST,MPP,Industry,Geophysics,Fat Tree,"Hypercube, tree",North America,Americas
72,Government,Thinking Machines Corporation,CM-5/256,United States,1993,256,15.1,32.77,26112,12032,Sparc,SuperSPARC I,32,TMC CM5,CMOST,MPP,Classified,Not Specified,Fat Tree,"Hypercube, tree",North America,Americas
73,Naval Research Laboratory (NRL),Thinking Machines Corporation,CM-5/256,United States,1992,256,15.1,32.77,26112,12032,Sparc,SuperSPARC I,32,TMC CM5,CMOST,MPP,Research,Not Specified,Fat Tree,"Hypercube, tree",North America,Americas
74,Central Research Institute of Electric Power Industry/CRIEPI,Hitachi,S-3800/280,Japan,1996,2,14.6,16,15680,570,Hitachi,Hitachi,500,Hitachi Vector,VOS3/HAP/ES (IBM MVS compatible) and OSF/1,SMP,Research,Not Specified,N/A,N/A,Eastern Asia,Asia
75,SARA (Stichting Academisch Rekencentrum),IBM,SP2/76,Netherlands,1995,76,14.31,20.216,0,0,Power,POWER2,66.5,IBM SP,AIX,MPP,Academic,Not Specified,N/A,N/A,Western Europe,Europe
76,National Center for High Performance Computing,IBM,SP2/80,Taiwan,1996,80,14.3,21.28,0,0,Power,POWER2,66.5,IBM SP,AIX,MPP,Academic,Not Specified,N/A,N/A,Eastern Asia,Asia
77,Centre Informatique National (CINES),IBM,SP2/79,France,1996,79,14.12,21.014,0,0,Power,POWER2,66.5,IBM SP,AIX,MPP,Academic,Not Specified,N/A,N/A,Western Europe,Europe
78,Caltech,Intel,Delta,United States,1991,512,13.9,20.48,25000,7500,Intel i860,Intel i860 Intel 80860,40,intel Paragon,OSF/1,MPP,Academic,Not Specified,N/A,N/A,North America,Americas
79,Leibniz Rechenzentrum,IBM,SP2/77,Germany,1995,77,13.76,20.482,0,0,Power,POWER2,66.5,IBM SP,AIX,MPP,Academic,Not Specified,N/A,N/A,Western Europe,Europe
80,Sears Product Service Group,IBM,SP2/77,United States,1996,77,13.76,20.482,0,0,Power,POWER2,66.5,IBM SP,AIX,MPP,Industry,Database,N/A,N/A,North America,Americas
81,Cray Research,Cray Inc.,Y-MP C916/16256,United States,1992,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Vendor,Not Specified,N/A,N/A,North America,Americas
82,DKRZ - Deutsches Klimarechenzentrum,Cray Inc.,Y-MP C916/16256,Germany,1995,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Research,Weather and Climate Research,N/A,N/A,Western Europe,Europe
83,DOE/Bettis Atomic Power Laboratory,Cray Inc.,Y-MP C916/16256,United States,1993,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Research,Not Specified,N/A,N/A,North America,Americas
84,DOE/Knolls Atomic Power Laboratory,Cray Inc.,Y-MP C916/16256,United States,1993,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Research,Not Specified,N/A,N/A,North America,Americas
85,ECMWF,Cray Inc.,Y-MP C916/16256,United Kingdom,1994,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Research,Weather and Climate Research,N/A,N/A,Northern Europe,Europe
86,ERDC MSRC,Cray Inc.,Y-MP C916/161024,United States,1994,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Research,Mechanics,N/A,N/A,North America,Americas
87,Ford Motor Company,Cray Inc.,Y-MP C916/16512,United States,1995,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Industry,Automotive,N/A,N/A,North America,Americas
88,Ford Motor Company,Cray Inc.,Y-MP C916/16512,United States,1993,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Industry,Automotive,N/A,N/A,North America,Americas
89,Government,Cray Inc.,Y-MP C916/161024,United States,1992,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Classified,Not Specified,N/A,N/A,North America,Americas
90,Government,Cray Inc.,Y-MP C916/161024,United States,1992,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Classified,Not Specified,N/A,N/A,North America,Americas
91,Government,Cray Inc.,Y-MP C916/161024,United States,1992,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Classified,Not Specified,N/A,N/A,North America,Americas
92,Government,Cray Inc.,Y-MP C916/16512,United States,1994,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Classified,Not Specified,N/A,N/A,North America,Americas
93,Government,Cray Inc.,Y-MP C916/161024,United States,1992,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Classified,Not Specified,N/A,N/A,North America,Americas
94,Government Communications Headquarters,Cray Inc.,Y-MP C916/16256,United Kingdom,1994,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Classified,Not Specified,N/A,N/A,Northern Europe,Europe
95,KISTI Supercomputing Center,Cray Inc.,Y-MP C916/16512,"Korea, South",1993,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Research,Information Processing Service,N/A,N/A,Eastern Asia,Asia
96,MITI - AIST - RIPS,Cray Inc.,Y-MP C916/16256,Japan,1994,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Research,Not Specified,N/A,N/A,Eastern Asia,Asia
97,MITI - AIST - RIPS,Cray Inc.,Y-MP C916/161024,Japan,1994,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Research,Not Specified,N/A,N/A,Eastern Asia,Asia
98,NASA/Ames Research Center/NAS,Cray Inc.,Y-MP C916/161024,United States,1993,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Research,Not Specified,N/A,N/A,North America,Americas
99,NERSC/LBNL,Cray Inc.,Y-MP C916/16256,United States,1992,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Research,Not Specified,N/A,N/A,North America,Americas
100,NERSC/LLNL,Cray Inc.,Y-MP C916/16256,United States,1992,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Research,Energy,N/A,N/A,North America,Americas
101,NOAA,Cray Inc.,Y-MP C916/16256,United States,1994,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Research,Weather and Climate Research,N/A,N/A,North America,Americas
102,NOAA/Geophysical Fluid Dynamics Laboratory (GFDL),Cray Inc.,Y-MP C916/16256,United States,1995,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Research,Weather and Climate Research,N/A,N/A,North America,Americas
103,NOAA/National Centers for Environment Prediction,Cray Inc.,Y-MP C916/16256,United States,1994,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Research,Weather and Climate Research,N/A,N/A,North America,Americas
104,National Security Agency,Cray Inc.,Y-MP C916/16512,United States,1994,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Classified,Not Specified,N/A,N/A,North America,Americas
105,Naval Oceanographic Office (NAVOCEANO),Cray Inc.,Y-MP C916/161024,United States,1994,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Research,Weather and Climate Research,N/A,N/A,North America,Americas
106,Pittsburgh Supercomputing Center,Cray Inc.,Y-MP C916/16512,United States,1994,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Academic,Not Specified,N/A,N/A,North America,Americas
107,Silicon Graphics,Cray Inc.,Y-MP C916/16512,United States,1992,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Vendor,Not Specified,N/A,N/A,North America,Americas
108,"Tohoku University, Institute of Fluid Science",Cray Inc.,Y-MP C916/161024,Japan,1994,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Academic,Not Specified,N/A,N/A,Eastern Asia,Asia
109,United Kingdom Meteorological Office,Cray Inc.,Y-MP C916/16256,United Kingdom,1994,16,13.7,15.238,10000,650,Cray,Cray,238.1,Cray Vector,UNICOS,SMP,Research,Weather and Climate Research,N/A,N/A,Northern Europe,Europe
110,Communications Res. Lab. (CRL),Fujitsu,VPP500/10,Japan,1993,10,13.6,16,0,0,Fujitsu,Fujitsu,100,Fujitsu VPP,UXP/V,MPP,Research,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
111,Veritas DGC,NEC,SX-4/6,United States,1996,6,12.9,12,0,0,NEC,NEC,250,NEC Vector,EWS-UX/V,SMP,Industry,Geophysics,Crossbar,Multi-stage crossbar,North America,Americas
112,Nuclear Power Engineering,IBM,SP2/72,Japan,1995,72,12.87,19.152,0,0,Power,POWER2,66.5,IBM SP,AIX,MPP,Industry,Energy,N/A,N/A,Eastern Asia,Asia
113,Air Force/Eglin Air Force Base,Cray Inc.,T3D MC128-8,United States,1994,128,12.8,19.2,20736,3408,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Classified,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
114,CNRS/IDRIS,Cray Inc.,T3D MCA128-8,France,1995,128,12.8,19.2,20736,3408,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Western Europe,Europe
115,Commissariat a l'Energie Atomique (CEA),Cray Inc.,T3D MCA128-8,France,1994,128,12.8,19.2,20736,3408,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Research,Energy,Cray Interconnect,3-D Torus,Western Europe,Europe
116,Commissariat a l'Energie Atomique (CEA),Cray Inc.,T3D MC128-8,France,1993,128,12.8,19.2,20736,3408,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Research,Not Specified,Cray Interconnect,3-D Torus,Western Europe,Europe
117,Compagnie Generale de Geophysique (CGG),Cray Inc.,T3D MCA128-8,France,1995,128,12.8,19.2,20736,3408,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Industry,Geophysics,Cray Interconnect,3-D Torus,Western Europe,Europe
118,Cray Research,Cray Inc.,T3D MC128-8,United States,1995,128,12.8,19.2,20736,3408,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Vendor,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
119,ECMWF,Cray Inc.,T3D MCA128-8,United Kingdom,1994,128,12.8,19.2,20736,3408,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Research,Weather and Climate Research,Cray Interconnect,3-D Torus,Northern Europe,Europe
